conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/S7.3.3,Anwendung von Schutz- oder dekorativen Lösungen oder Beschichtungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.3.3
SkillGroup,http://data.europa.eu/esco/skill/S7.3.4,Anbringen von Boden- und Wandbelägen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.3.4
SkillGroup,http://data.europa.eu/esco/skill/S8,Arbeiten mit Maschinen und Spezialausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8
SkillGroup,http://data.europa.eu/esco/skill/S8.0,Arbeiten mit Maschinen und Spezialausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.0
SkillGroup,http://data.europa.eu/esco/skill/S8.0.0,Arbeiten mit Maschinen und Spezialausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.0.0
SkillGroup,http://data.europa.eu/esco/skill/S8.1,Betrieb einer mobilen Anlage,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.1
SkillGroup,http://data.europa.eu/esco/skill/S8.1.0,Betrieb einer mobilen Anlage,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.1.0
SkillGroup,http://data.europa.eu/esco/skill/S8.1.1,Bedienen von Maschinen und Apparaten zur Erdbewegung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.1.1
SkillGroup,http://data.europa.eu/esco/skill/S8.1.2,Bedienen von land- und forstwirtschaftlichen Maschinen und Apparaten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.1.2
SkillGroup,http://data.europa.eu/esco/skill/S8.1.3,Bedienen von Hebe- oder Transportvorrichtungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.1.3
SkillGroup,http://data.europa.eu/esco/skill/S8.2,Führen von Fahrzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.2
SkillGroup,http://data.europa.eu/esco/skill/S8.2.0,Führen von Fahrzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.2.0
SkillGroup,http://data.europa.eu/esco/skill/S8.2.1,Führen schwerer Nutzfahrzeuge,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.2.1
SkillGroup,http://data.europa.eu/esco/skill/S8.2.2,Führen leichter Nutzfahrzeuge,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.2.2
SkillGroup,http://data.europa.eu/esco/skill/S8.2.3,Betrieb von Schienenfahrzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.2.3
SkillGroup,http://data.europa.eu/esco/skill/S8.3,Bedienen von Wasserfahrzeugen,,,released,2020-12-02T16:19:04.329Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.3
SkillGroup,http://data.europa.eu/esco/skill/S8.3.0,Bedienen von Wasserfahrzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.3.0
SkillGroup,http://data.europa.eu/esco/skill/S8.4,Bedienen von Maschinen und Apparaten für die Gewinnung und Verarbeitung von Rohstoffen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.4
SkillGroup,http://data.europa.eu/esco/skill/S8.4.0,Bedienen von Maschinen und Apparaten für die Gewinnung und Verarbeitung von Rohstoffen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.0
SkillGroup,http://data.europa.eu/esco/skill/S8.4.1,"Betrieb von Bergbau-, Bohr- und Mineralverarbeitungsmaschinen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.1
SkillGroup,http://data.europa.eu/esco/skill/S8.4.2,Betrieb von Metallverarbeitungs- und Endbearbeitungsmaschinen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.2
SkillGroup,http://data.europa.eu/esco/skill/S8.4.3,Betrieb von Pumpsystemen oder -ausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.3
SkillGroup,http://data.europa.eu/esco/skill/S8.4.4,Betrieb von Ausrüstungen zur Energieerzeugung oder -verteilung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.4
SkillGroup,http://data.europa.eu/esco/skill/S8.4.5,"Betrieb von Systemen oder Ausrüstungen für die Verarbeitung von Erdöl, die chemische Weiterverarbeitung oder die Wasseraufbereitung",,,released,2021-04-27T13:08:08.432Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.5
SkillGroup,http://data.europa.eu/esco/skill/S8.4.6,Betrieb von Maschinen zur Holzverarbeitung und Papierherstellung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.4.6
SkillGroup,http://data.europa.eu/esco/skill/S8.4.7,"Betrieb von Kilns, Schmelzöfen und Trockeneinrichtungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.4.7
SkillGroup,http://data.europa.eu/esco/skill/S8.5,Bedienen von Maschinen für die Herstellung von Erzeugnissen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5
SkillGroup,http://data.europa.eu/esco/skill/S8.5.0,Bedienen von Maschinen für die Herstellung von Erzeugnissen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.0
SkillGroup,http://data.europa.eu/esco/skill/S8.5.1,Betrieb von Maschinen zum Anstreichen und Beschichten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.1
SkillGroup,http://data.europa.eu/esco/skill/S8.5.2,Betrieb von Verpackungsmaschinen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.2
SkillGroup,http://data.europa.eu/esco/skill/S8.5.3,"Betrieb von Maschinen zum Herstellen und Behandeln von Textilien, Pelzen und Lederwaren",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.3
SkillGroup,http://data.europa.eu/esco/skill/S8.5.4,Betrieb von Maschinen zur Lebensmittelverarbeitung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.4
SkillGroup,http://data.europa.eu/esco/skill/S8.5.5,Betrieb von Misch- und Trennmaschinen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.5.5
SkillGroup,http://data.europa.eu/esco/skill/S8.5.6,Betrieb von Ausrüstungen für die Herstellung von Druckerzeugnissen und Fotografien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.6
SkillGroup,http://data.europa.eu/esco/skill/S8.5.7,"Betrieb von Ausrüstungen zum Formen von Metall, Plastik oder Gummi",,,released,2021-01-21T14:40:09.665Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.7
SkillGroup,http://data.europa.eu/esco/skill/S8.5.8,"Betrieb von Maschinen zum Schneiden, Schleifen und Glätten",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.5.8
SkillGroup,http://data.europa.eu/esco/skill/S8.6,Einsatz von Präzisionsinstrumenten und -ausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6
SkillGroup,http://data.europa.eu/esco/skill/S8.6.0,Einsatz von Präzisionsinstrumenten und -ausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6.0
SkillGroup,http://data.europa.eu/esco/skill/S8.6.1,Bedienen von medizinischen Ausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.6.1
SkillGroup,http://data.europa.eu/esco/skill/S8.6.2,Bedienen von audiovisuellen Geräten,,,released,2021-03-16T14:30:52.553Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6.2
SkillGroup,http://data.europa.eu/esco/skill/S8.6.3,Bedienen von wissenschaftlichen und Laborausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6.3
SkillGroup,http://data.europa.eu/esco/skill/S8.6.4,Bedienen von Kommunikationsausrüstungen,,,released,2021-09-16T16:37:34.751Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6.4
SkillGroup,http://data.europa.eu/esco/skill/S8.6.5,Bedienen von industriellen Präzisionsausrüstungen,,,released,2020-12-10T16:29:46.835Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6.5
SkillGroup,http://data.europa.eu/esco/skill/S8.6.6,Bedienen von Präzisionsmessgeräten,,,released,2020-12-10T17:46:15.65Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6.6
SkillGroup,http://data.europa.eu/esco/skill/S8.7,"Installation, Wartung und Reparatur mechanischer Ausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.7
SkillGroup,http://data.europa.eu/esco/skill/S8.7.0,"Installation, Wartung und Reparatur mechanischer Ausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.7.0
SkillGroup,http://data.europa.eu/esco/skill/S8.7.1,Reparatur und Installation von maschinellen Einrichtungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.7.1
SkillGroup,http://data.europa.eu/esco/skill/S8.7.2,Instandhaltung von maschinellen Einrichtungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.7.2
SkillGroup,http://data.europa.eu/esco/skill/S8.8,"Installation, Wartung und Reparatur von elektrischen, elektronischen und Präzisionsausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.8
SkillGroup,http://data.europa.eu/esco/skill/S8.8.0,"Installation, Wartung und Reparatur von elektrischen, elektronischen und Präzisionsausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.8.0
SkillGroup,http://data.europa.eu/esco/skill/S8.8.1,"Installation und Reparatur von elektrischen, elektronischen und Präzisionsgeräten",,,released,2020-12-10T10:29:22.935Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.8.1
SkillGroup,http://data.europa.eu/esco/skill/S8.8.2,"Instandhaltung von elektrischen, elektronischen und Präzisionsgeräten",,,released,2021-03-16T14:31:22.011Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.8.2
SkillGroup,http://data.europa.eu/esco/skill/S8.9,Betrieb von Flugzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S8.9
SkillGroup,http://data.europa.eu/esco/skill/S8.9.0,Betrieb von Flugzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.9.0
SkillGroup,http://data.europa.eu/esco/skill/T,Querschnittsfähigkeiten und kompetenzen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,T
SkillGroup,http://data.europa.eu/esco/skill/T1,Kernfähigkeiten und -kompetenzen,,,released,2021-08-30T09:44:37.419Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Fähigkeiten und Kompetenzen, die die Grundlage für die Interaktion mit anderen und für die Entwicklung und das Lernen als Individuum bilden. Sie umfassen die Fähigkeit, Sprache(n) zu verstehen, zu sprechen, zu lesen und zu schreiben, mit Zahlen und Maßen zu arbeiten und digitale Geräte und Anwendungen zu nutzen.
  ",T1
SkillGroup,http://data.europa.eu/esco/skill/T1.1,Beherrschen von Sprachen,,,released,2022-01-12T16:06:32.317Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Kommunizieren durch Lesen, Schreiben, Sprechen und Hören in der Muttersprache und/oder in einer Fremdsprache.
  ",T1.1
SkillGroup,http://data.europa.eu/esco/skill/T1.2,Arbeiten mit Zahlen und Maßen,,,released,2021-08-30T13:51:58.932Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Anwenden numerischer und mathematischer Inhalte, Informationen, Ideen und Prozesse, um die grundlegenden Anforderungen des Lernens und Arbeitens zu erfüllen; dazu gehört ein Verständnis für Zahlen, Muster, Formen und den Raum und für die mathematische Sprache, Symbole, Verfahren und Denkweisen, die verwendet werden, um konkrete Ziele zu erreichen.
  ",T1.2
SkillGroup,http://data.europa.eu/esco/skill/T1.3,Arbeiten mit digitalen Geräten und Anwendungen,,,released,2021-08-30T13:29:19.698Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Ausführen einfacher digitaler Aufgaben, wie z. B. bereits konfigurierte Hardware bedienen, Informationen im Internet finden, Standardsoftware für die Kommunikation oder Zusammenarbeit mit anderen oder für die Erstellung und Bearbeitung einfacher Inhalte verwenden und Standardmaßnahmen zum Schutz von Geräten, personenbezogenen Daten und der Privatsphäre in digitalen Umgebungen auswählen.
  ",T1.3
SkillGroup,http://data.europa.eu/esco/skill/T2,Denkfähigkeiten und -kompetenzen,,,released,2021-08-30T08:20:35.122Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Fähigkeiten und Kompetenzen, die sich auf die Fähigkeit beziehen, die mentalen Prozesse des Sammelns, Konzeptualisierens, Analysierens, Synthetisierens und/oder Bewertens von Informationen anzuwenden, die durch Beobachtung, Erfahrung, Reflexion, Schlussfolgerung oder Kommunikation gewonnen oder erzeugt wurden. Dazu gehört die Fähigkeit, Informationen unterschiedlicher Art zu bewerten und zu nutzen, um Aktivitäten zu planen, Ziele zu erreichen, Probleme zu lösen, Fragen zu behandeln und komplexe Aufgaben auf routinemäßige und neuartige Weise auszuführen.
  ",T2
SkillGroup,http://data.europa.eu/esco/skill/T2.1,"Verarbeiten von Informationen, Ideen und Konzepten",,,released,2021-08-30T13:39:50.945Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Daten mithilfe elektronischer oder manueller Informationssysteme auswerten, eingeben, aufzeichnen, transkribieren und aktualisieren.
  ",T2.1
SkillGroup,http://data.europa.eu/esco/skill/T2.2,Planen und Organisieren,,,released,2021-08-30T14:01:57.38Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Anleiten von Tätigkeiten und Aufgaben, Erstellen von Zeitplänen und Koordinieren von Tätigkeiten von Gruppen und Einzelpersonen, um Ziele fristgerecht und unter Einhaltung der Budgetvorgaben zu erreichen.
  ",T2.2
SkillGroup,http://data.europa.eu/esco/skill/T2.3,Handhaben von Problemen,,,released,2021-08-30T15:44:01.988Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Entwickeln und Umsetzen von Lösungen für praktische, betriebsbezogene oder konzeptionelle Probleme, die bei der Ausführung von Arbeiten in einem breiten Spektrum von Zusammenhängen auftreten.
  ",T2.3
SkillGroup,http://data.europa.eu/esco/skill/T2.4,Kreatives und innovatives Denken,,,released,2021-08-30T15:44:33.322Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Entwickeln neuer Ideen oder Kombinieren bestehender Ideen, um innovative und neuartige Lösungen zu erstellen.
  ",T2.4
SkillGroup,http://data.europa.eu/esco/skill/T3,Fähigkeiten und Kompetenzen im Bereich Selbstmanagement,,,released,2021-08-30T08:11:14.03Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Fähigkeiten und Kompetenzen, die den Einzelnen dazu befähigen, seine eigenen Fähigkeiten und Grenzen zu verstehen und zu kontrollieren und diese Selbsterkenntnis zur Bewältigung von Aktivitäten in unterschiedlichen Kontexten einzusetzen. Dazu gehört die Fähigkeit, reflektiert und verantwortungsbewusst zu handeln, Feedback anzunehmen, sich an Veränderungen anzupassen und nach Möglichkeiten der persönlichen und beruflichen Weiterentwicklung zu suchen.
  ",T3
SkillGroup,http://data.europa.eu/esco/skill/T3.1,Effizientes Arbeiten,,,released,2021-08-30T16:07:41.362Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Eigenständiges Erreichen der Ziele mit möglichst geringem Zeit-, Arbeits- oder Kostenaufwand.
  ",T3.1
SkillGroup,http://data.europa.eu/esco/skill/T3.2,Verfolgen eines proaktiven Ansatzes,,,released,2021-08-30T16:01:08.179Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Übernehmen von Verantwortung für die Verwaltung von Tätigkeiten und Verfolgen eines vorausschauenden Ansatzes, um Probleme vorwegzunehmen, aber auch um Chancen zu erkennen.
  ",T3.2
SkillGroup,http://data.europa.eu/esco/skill/T3.3,Aufrechterhalten einer positiven Einstellung,,,released,2021-08-30T16:03:19.52Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Die Fähigkeit, Widrigkeiten zu widerstehen, Resilienz zu zeigen und Wege zu finden, die Auswirkungen schwieriger Lebensereignisse zu bewältigen.
  ",T3.3
SkillGroup,http://data.europa.eu/esco/skill/T3.4,Zeigen von Lernbereitschaft,,,released,2021-09-13T13:32:34.13Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Demonstrieren einer positiven Einstellung gegenüber neuen und anspruchsvollen Anforderungen, und Ergreifen von Maßnahmen, um aus Schwierigkeiten zu lernen.
  ",T3.4
SkillGroup,http://data.europa.eu/esco/skill/T4,Soziale und kommunikative Fähigkeiten und -kompetenzen,,,released,2021-08-30T09:00:34.189Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Fähigkeiten und Kompetenzen in Bezug auf eine positive und produktive Zusammenarbeit mit anderen. Dies zeigt sich darin, dass man Ideen wirksam und einfühlsam kommuniziert, die eigenen Ziele und Handlungen mit denen anderer koordiniert und werteorientiert handelt, sich um das Wohlergehen und den Fortschritt anderer kümmert und eine Führungsrolle übernimmt.
  ",T4
SkillGroup,http://data.europa.eu/esco/skill/T4.1,Kommunizieren,,,released,2021-08-30T16:23:39.992Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Artikulieren und Austauschen von Informationen, Ideen, Konzepten, Gedanken und Gefühlen und Überwinden von Meinungsverschiedenheiten in formellen und informellen Kontexten durch die Nutzung eines gemeinsamen Systems von Wörtern, Zeichen und Regeln.
  ",T4.1
SkillGroup,http://data.europa.eu/esco/skill/T4.2,Unterstützen anderer,,,released,2021-08-30T16:28:59.285Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Anleiten oder Unterstützen von Menschen mit weniger Erfahrung oder geringerem Kenntnisstand und Unterstützen von Menschen in Not.
  ",T4.2
SkillGroup,http://data.europa.eu/esco/skill/T4.3,Zusammenarbeiten in Teams und Netzwerken,,,released,2021-09-14T07:57:53.667Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Unterstützung oder Aufbau einer Gruppe, um auf ein gemeinsames Ziel hinzuarbeiten, und zwar auf eine Art und Weise, die Verständnis und Respekt für die Rollen und Kompetenzen der anderen zeigt.
  ",T4.3
SkillGroup,http://data.europa.eu/esco/skill/T4.4,Anleiten anderer,,,released,2021-08-30T16:33:15.592Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Andere anleiten, führen und motivieren.
  ",T4.4
SkillGroup,http://data.europa.eu/esco/skill/T4.5,Befolgen des Kodex für ethisches Verhalten,,,released,2021-09-03T15:52:21.316Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Durchführen von Tätigkeiten am Arbeitsplatz auf der Grundlage anerkannter Grundsätze von Recht und Unrecht wie Fairness, Transparenz und Unparteilichkeit bei der Arbeitstätigkeit und beim Verhalten gegenüber anderen.
  ",T4.5
SkillGroup,http://data.europa.eu/esco/skill/T5,Körperliche und manuelle Fähigkeiten und Kompetenzen,,,released,2021-08-30T09:17:04.357Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Fähigkeiten und Kompetenzen, die sich auf die Ausführung von Aufgaben und Tätigkeiten beziehen, die manuelle Geschicklichkeit, Beweglichkeit und/oder Körperkraft erfordern. Dies zeigt sich in der Ausführung von Aufgaben und Tätigkeiten in anspruchsvollen oder gefährlichen Umgebungen, die Ausdauer oder Durchhaltevermögen erfordern. Diese Aufgaben und Tätigkeiten können manuell, mit anderen direkten körperlichen Eingriffen oder unter Verwendung von Geräten, Werkzeugen oder Technologien (wie IKT-Geräte, Maschinen, Handwerksgeräte oder Musikinstrumente) ausgeführt werden, die Führung, Bewegung oder Kraft erfordern.
  ",T5
SkillGroup,http://data.europa.eu/esco/skill/T5.1,Handhaben und Kontrollieren von Objekten und Geräten,,,released,2021-08-30T16:48:17.42Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Bewegen oder Heben von Gegenständen oder präzise Nutzung von Geräten, Werkzeugen oder Technologien.
  ",T5.1
SkillGroup,http://data.europa.eu/esco/skill/T5.2,Reagieren auf physikalische Bedingungen,,,released,2021-08-30T16:51:10.069Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Reagieren und Anpassen an veränderte oder gefährliche physische Bedingungen.
  ",T5.2
SkillGroup,http://data.europa.eu/esco/skill/T6,Lebensfähigkeiten und -kompetenzen,,,released,2021-08-30T09:47:58.442Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Fähigkeiten und Kompetenzen in Bezug auf die Verarbeitung und Nutzung von Wissen und Informationen, die von bereichsübergreifender Bedeutung sind und eine aktive Bürgerschaft ermöglichen. Sie umfassen die Bereiche Gesundheit, Umwelt, Bürgerbeteiligung, Kultur, Finanzen und die Anwendung von Allgemeinwissen.
  ",T6
SkillGroup,http://data.europa.eu/esco/skill/T6.1,Anwenden gesundheitsbezogener Fähigkeiten und Kompetenzen,,,released,2021-09-13T12:45:19.726Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Sorgetragen für das eigene geistige und körperliche Wohlbefinden und die Gesundheit anderer und Anwenden grundlegender Gesundheitsstandards, einschließlich Hygiene. Beschaffen und Verwenden von Gesundheitsinformationen sowie Ermittlung von und Zugang zu Diensten und Einrichtungen, die Gesundheitsversorgung und Beratung anbieten. Handhaben der negativen Auswirkungen chronischer Erkrankungen.
  ",T6.1
